Packet number,Time
380,120.61691
381,120.65203
382,120.72855
383,121.47855
384,121.56424
385,121.74408
386,121.81952
387,121.96495
388,122.05498
389,122.1029
390,122.8529
391,123.6029
392,123.92354
393,123.94294
394,124.27767
395,125.02767
396,125.2361
397,125.25175
398,126.00175
399,126.25335
400,126.32376
401,127.07376
402,127.09612
403,127.23543000000001
404,127.28971
405,127.37654
406,127.61436
407,127.68877
408,127.92223
409,127.98072
410,128.06463
411,128.07252
412,128.11957999999998
413,128.12927000000002
414,128.87927000000002
415,128.88906
416,129.63906
417,129.71894
418,130.20517999999998
419,130.20633
420,130.37743
421,130.6688
422,130.78878
423,130.98685
424,131.09073999999998
425,131.84073999999998
426,131.91559
427,132.66559
428,132.70121
429,132.78133
430,133.53133
431,134.28133
432,134.31128
433,134.41892
434,134.44602
435,134.46626
436,134.7363
437,134.9065
438,134.99483
439,135.10894000000002
440,135.15281
441,135.90281
442,136.65281
443,136.78215
444,136.85856
445,136.95261
446,137.13994
447,137.24728
448,137.32643000000002
449,137.53518
450,137.55856
451,138.30856
452,138.35989999999998
453,138.38248
454,138.46837
455,138.48027000000002
456,138.49035
457,139.24035
458,139.29411
459,139.35643
460,139.3799
461,139.51918999999998
462,139.54296
463,139.6448
464,140.3948
465,140.73910999999998
466,140.94301000000002
467,140.977
468,141.07166
469,141.16199
470,141.31524000000002
471,141.49896999999999
472,141.55590999999998
473,141.63389
474,141.74598
475,142.08122
476,142.17091
477,142.27506
478,142.514
479,142.97048999999998
480,143.04073
481,143.05889000000002
482,143.29565
483,143.31315999999998
484,143.41223
485,143.4302
486,143.52071
487,143.57262
488,143.76126
489,143.94797
490,144.24339
491,144.30041
492,144.50074
493,144.56659000000002
494,144.62027
495,144.63025
496,144.78617
497,145.03698
498,145.09362
499,145.10928
500,145.14986
501,145.1719
502,145.22252
503,145.39597
504,145.49
505,145.49331999999998
506,145.76343
507,145.87923999999998
508,146.06183
509,146.30768
510,146.33718
511,146.42492
512,146.45051
513,146.50527
514,146.52557000000002
515,146.619
516,146.6531
517,146.71663999999998
518,146.86759999999998
519,147.00681
520,147.18803
521,147.5291
522,147.72244999999998
523,147.9367
524,148.16062
525,148.20807
526,148.31528
527,148.73769
528,148.85789
529,148.97597000000002
530,149.03819
531,149.28822
532,149.33596
533,149.42714
534,149.44871
535,149.46352000000002
536,149.55662
537,149.62239
538,149.63711
539,149.96852
540,150.06889999999999
541,150.17908
542,150.19824
543,150.2014
544,150.22214
545,150.23077999999998
546,150.25522999999998
547,150.26018
548,150.36482
549,150.90584
550,150.95331
551,151.16786000000002
552,151.2681
553,151.29661
554,151.36337
555,151.5683
556,151.62865
557,151.86586
558,151.87437
559,151.91227
560,151.91532
561,151.9956
562,152.02737
563,152.05756
564,152.08424
565,152.1022
566,152.38804
567,152.40938
568,152.50755
569,152.53537
570,152.55196
571,152.64994000000002
572,152.74061
573,152.85351
574,152.95066
575,153.22469999999998
576,153.65773000000002
577,153.68088
578,153.73649
579,153.79649
580,153.85508
581,153.96846
582,154.02528999999998
583,154.10981
584,154.20708
585,154.49541
586,154.49924
587,154.60205
588,154.65208
589,154.67455
590,154.72165999999999
591,154.74959
592,154.91992
593,155.10112
594,155.1319
595,155.24002000000002
596,155.31987
597,155.41846
598,155.59181
599,155.63504
600,155.69521
601,155.79631
602,155.94844
603,155.98458
604,156.12193
605,156.2539
606,156.29321
607,156.31113
608,156.31826999999998
609,156.33268
610,156.39832
611,156.4148
612,156.64292
613,156.91224
614,157.02673
615,157.03863
616,157.14145
617,157.15028
618,157.2202
619,157.53122
620,157.55053
621,157.62375
622,157.79585
623,157.91106
624,158.28853
625,158.30456
626,158.3395
627,158.42533
628,158.61076
629,158.72378
630,158.80946
631,158.95234
632,159.08267
633,159.15969
634,159.21795
635,159.22969
636,159.60522
637,159.66635
638,159.87743
639,159.93045
640,160.04347
641,160.04480999999998
642,160.05051
643,160.09135
644,160.82334
645,160.91078
646,161.00738
647,161.04428000000001
648,161.07011
649,161.22011
650,161.329
651,161.33486
652,161.62809
653,161.62995999999998
654,161.63592
655,161.77486
656,161.82301
657,161.88699
658,162.01593
659,162.17611
660,162.25285
661,162.29263
662,162.45239
663,162.50567999999998
664,162.51588
665,162.6217
666,162.75338
667,162.88312
668,163.03184
669,163.19437
670,163.32889
671,163.39844
672,163.42134
673,163.42537
674,163.42969
675,163.477
676,163.48167
677,163.48895
678,163.53696
679,163.56555
680,163.75943
681,163.85464000000002
682,163.85465
683,163.94184
684,164.18962
685,164.21166
686,164.25593
687,164.2957
688,164.60872
689,164.64494
690,164.65906
691,164.689
692,164.72478999999998
693,164.7314
694,164.78323
695,164.84799
696,165.01508
697,165.0217
698,165.19117
699,165.22811000000002
700,165.24803
701,165.42719
702,165.50057
703,165.51389
704,165.64377000000002
705,165.67444
706,165.72668
707,165.72744
708,165.8158
709,165.98037
710,165.98722
711,166.00363
712,166.14654000000002
713,166.25785
714,166.29231
715,166.3083
716,166.33767
717,166.47245
718,166.59714
719,166.69602
720,166.71222
721,166.79149999999998
722,166.82598000000002
723,167.10286
724,167.37136
725,167.63202
726,167.63608
727,167.65476999999998
728,167.66369
729,167.75785
730,167.79714
731,167.83676
732,168.04629
733,168.21307000000002
734,168.23131
735,168.28843
736,168.43595
737,168.45611
738,168.52427
739,168.59622000000002
740,168.75755
741,168.83701
742,168.84802
743,168.90173
744,168.92842000000002
745,168.99475
746,169.00862
747,169.13245
748,169.20002
749,169.20744
750,169.38729
751,169.55177
752,169.63448
753,169.64888
754,169.72385
755,169.80112
756,169.81366
