Packet Number ,Time
219,22.49598
220,22.83122
221,22.92091
222,23.02506
223,23.264
224,23.72049
225,23.79073
226,23.80889
227,24.04565
228,24.06316
229,24.16223
230,24.1802
231,24.27071
232,24.32262
233,24.51126
234,24.69797
235,24.99339
236,25.05041
237,25.25074
238,25.31659
239,25.37027
240,25.38025
241,25.53617
242,25.78698
243,25.84362
244,25.85928
245,25.89986
246,25.9219
247,25.97252
248,26.14597
249,26.24
250,26.24332
251,26.51343
252,26.62924
253,26.81183
254,27.05768
255,27.08718
256,27.17492
257,27.20051
258,27.25527
259,27.27557
260,27.369
261,27.4031
262,27.46664
263,27.6176
264,27.75681
265,27.93803
266,28.2791
267,28.47245
268,28.6867
269,28.91062
270,28.95807
271,29.06528
272,29.48769
273,29.60789
274,29.72597
275,29.78819
276,30.03822
277,30.08596
278,30.17714
279,30.19871
280,30.21352
281,30.30662
282,30.37239
283,30.38711
284,30.71852
285,30.8189
286,30.92908
287,30.94824
288,30.9514
289,30.97214
290,30.98078
291,31.00523
292,31.01018
293,31.11482
294,31.65584
295,31.70331
296,31.91786
297,32.0181
298,32.04661
299,32.11337
300,32.3183
301,32.37865
302,32.61586
303,32.62437
304,32.66227
305,32.66532
306,32.7456
307,32.77737
308,32.80756
309,32.83424
310,32.8522
311,33.13804
312,33.15938
313,33.25755
314,33.28537
315,33.30196
316,33.39994
317,33.49061
318,33.60351
319,33.70066
320,33.9747
321,34.40773
322,34.43088
323,34.48649
324,34.54649
325,34.60508
326,34.71846
327,34.77529
328,34.85981
329,34.95708
330,35.24541
331,35.24924
332,35.35205
333,35.40208
334,35.42455
335,35.47166
336,35.49959
337,35.66992
338,35.85112
339,35.8819
340,35.99002
341,36.06987
342,36.16846
343,36.34181
344,36.38504
345,36.44521
346,36.54631
347,36.69844
348,36.73458
349,36.87193
350,37.0039
351,37.04321
352,37.06113
353,37.06827
354,37.08268
355,37.14832
356,37.1648
357,37.39292
358,37.66224
359,37.77673
360,37.78863
361,37.89145
362,37.90028
363,37.9702
364,38.28122
365,38.30053
366,38.37375
367,38.54585
368,38.66106
369,39.03853
370,39.05456
371,39.0895
372,39.17533
373,39.36076
374,39.47378
375,39.55946
376,39.70234
377,39.83267
378,39.90969
379,39.96795
380,39.97969
381,40.35522
382,40.41635
383,40.62743
384,40.68045
385,40.79347
386,40.79481
387,40.80051
388,40.84135
389,41.57334
390,41.66078
391,41.75738
392,41.79428
393,41.82011
394,41.97011
395,42.079
396,42.08486
397,42.37809
398,42.37996
399,42.38592
400,42.52486
401,42.57301
402,42.63699
403,42.76593
404,42.92611
405,43.00285
406,43.04263
407,43.20239
408,43.25568
409,43.26588
410,43.3717
411,43.50338
412,43.63312
413,43.78184
414,43.94437
415,44.07889
416,44.14844
417,44.17134
418,44.17537
419,44.17969
420,44.227
421,44.23167
422,44.23895
423,44.28696
424,44.31555
425,44.50943
426,44.60464
427,44.60465
428,44.69184
429,44.93962
430,44.96166
431,45.00593
432,45.0457
433,45.35872
434,45.39494
435,45.40906
436,45.439
437,45.47479
438,45.4814
439,45.53323
440,45.59799
441,45.76508
442,45.7717
443,45.94117
444,45.97811
445,45.99803
446,46.17719
447,46.25057
448,46.26389
449,46.39377
450,46.42444
451,46.47668
452,46.47744
453,46.5658
454,46.73037
455,46.73722
456,46.75363
457,46.89654
458,47.00785
459,47.04231
460,47.0583
461,47.08767
462,47.22245
463,47.34714
464,47.44602
465,47.46222
466,47.5415
467,47.57598
468,47.85286
469,48.12136
470,48.38202
471,48.38608
472,48.40477
473,48.41369
474,48.50785
475,48.54714
476,48.58676
477,48.79629
478,48.96307
479,48.98131
480,49.03843
481,49.18595
482,49.20611
483,49.27427
484,49.34622
485,49.50755
486,49.58701
487,49.59802
488,49.65173
489,49.67842
490,49.74475
491,49.75862
492,49.88245
493,49.95002
494,49.95744
495,50.13729
496,50.30177
497,50.38448
498,50.39888
499,50.47385
500,50.55112
501,50.56366
